
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 21 Model: 1 damping_factor_t
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat1_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 15.1317, Valid Loss: 17.2819
Epoch 2/1000, Loss: 16.3160, Valid Loss: 14.6178
Epoch 3/1000, Loss: 15.7591, Valid Loss: 14.1549
Epoch 4/1000, Loss: 15.7437, Valid Loss: 14.9021
Epoch 5/1000, Loss: 14.8413, Valid Loss: 14.7786
Epoch 6/1000, Loss: 14.5238, Valid Loss: 12.8673
Epoch 7/1000, Loss: 15.8228, Valid Loss: 13.9589
Epoch 8/1000, Loss: 15.3469, Valid Loss: 17.1845
Epoch 9/1000, Loss: 15.5697, Valid Loss: 15.2534
Epoch 10/1000, Loss: 14.5556, Valid Loss: 16.0289
Epoch 11/1000, Loss: 14.5344, Valid Loss: 13.5186
Epoch 12/1000, Loss: 15.1397, Valid Loss: 17.4886
Epoch 13/1000, Loss: 15.7645, Valid Loss: 16.0863
Epoch 14/1000, Loss: 14.0265, Valid Loss: 11.8199
Epoch 15/1000, Loss: 15.0216, Valid Loss: 16.4038
Epoch 16/1000, Loss: 14.3339, Valid Loss: 18.1520
Epoch 17/1000, Loss: 15.4589, Valid Loss: 16.6971
Epoch 18/1000, Loss: 14.5634, Valid Loss: 14.2882
Epoch 19/1000, Loss: 14.7547, Valid Loss: 16.5037
Epoch 20/1000, Loss: 14.7759, Valid Loss: 13.8145
Epoch 21/1000, Loss: 16.9192, Valid Loss: 15.4324
Epoch 22/1000, Loss: 14.5239, Valid Loss: 18.0991
Epoch 23/1000, Loss: 15.6220, Valid Loss: 12.8839
Epoch 24/1000, Loss: 14.8527, Valid Loss: 14.3691
Epoch 25/1000, Loss: 15.2895, Valid Loss: 14.4402
Epoch 26/1000, Loss: 15.2896, Valid Loss: 11.7176
Epoch 27/1000, Loss: 14.4810, Valid Loss: 15.4751
Epoch 28/1000, Loss: 15.1140, Valid Loss: 13.9937
Epoch 29/1000, Loss: 16.2628, Valid Loss: 12.7891
Epoch 30/1000, Loss: 15.8081, Valid Loss: 14.2132
Epoch 31/1000, Loss: 14.9695, Valid Loss: 16.0500
Epoch 32/1000, Loss: 15.2901, Valid Loss: 25.3056
Epoch 33/1000, Loss: 15.3171, Valid Loss: 14.6464
Epoch 34/1000, Loss: 15.4403, Valid Loss: 12.3892
Epoch 35/1000, Loss: 14.8439, Valid Loss: 12.3096
Epoch 36/1000, Loss: 15.0891, Valid Loss: 13.7347
Epoch 37/1000, Loss: 15.0944, Valid Loss: 15.7605
Epoch 38/1000, Loss: 15.3848, Valid Loss: 14.3692
Epoch 39/1000, Loss: 14.7511, Valid Loss: 13.3508
Epoch 40/1000, Loss: 16.0004, Valid Loss: 16.4978
Epoch 41/1000, Loss: 14.7137, Valid Loss: 19.0933
Epoch 42/1000, Loss: 15.8852, Valid Loss: 12.8132
Epoch 43/1000, Loss: 14.4069, Valid Loss: 14.5478
Epoch 44/1000, Loss: 15.4045, Valid Loss: 14.8762
Epoch 45/1000, Loss: 15.5630, Valid Loss: 16.5346
Epoch 46/1000, Loss: 15.8238, Valid Loss: 14.7715
Epoch 47/1000, Loss: 18.9808, Valid Loss: 11.9532
Epoch 48/1000, Loss: 14.6900, Valid Loss: 18.2371
Epoch 49/1000, Loss: 14.8790, Valid Loss: 13.9345
Epoch 50/1000, Loss: 14.9191, Valid Loss: 14.7362
Epoch 51/1000, Loss: 14.3527, Valid Loss: 13.4467
Epoch 52/1000, Loss: 15.5966, Valid Loss: 17.0724
Epoch 53/1000, Loss: 14.1933, Valid Loss: 14.7414
Epoch 54/1000, Loss: 14.9750, Valid Loss: 13.2749
Epoch 55/1000, Loss: 14.6188, Valid Loss: 14.9434
Epoch 56/1000, Loss: 14.0932, Valid Loss: 12.6837
Epoch 57/1000, Loss: 14.7865, Valid Loss: 11.8441
Epoch 58/1000, Loss: 14.8707, Valid Loss: 16.7032
Epoch 59/1000, Loss: 15.3072, Valid Loss: 15.7014
Epoch 60/1000, Loss: 13.6368, Valid Loss: 14.4858
Epoch 61/1000, Loss: 15.3634, Valid Loss: 13.1595
Epoch 62/1000, Loss: 15.5256, Valid Loss: 13.2688
Epoch 63/1000, Loss: 15.2849, Valid Loss: 13.1172
Epoch 64/1000, Loss: 15.6376, Valid Loss: 15.7916
Epoch 65/1000, Loss: 15.5522, Valid Loss: 16.8416
Epoch 66/1000, Loss: 15.3559, Valid Loss: 13.3424
Epoch 67/1000, Loss: 14.4225, Valid Loss: 13.6653
Epoch 68/1000, Loss: 14.3172, Valid Loss: 15.0602
Epoch 69/1000, Loss: 14.6953, Valid Loss: 12.4387
Epoch 70/1000, Loss: 14.8706, Valid Loss: 11.7420
Epoch 71/1000, Loss: 14.8844, Valid Loss: 22.6984
Epoch 72/1000, Loss: 14.6733, Valid Loss: 19.9489
Epoch 73/1000, Loss: 14.8293, Valid Loss: 14.9390
Epoch 74/1000, Loss: 14.4707, Valid Loss: 13.6560
Epoch 75/1000, Loss: 14.7118, Valid Loss: 17.0424
Epoch 76/1000, Loss: 13.9218, Valid Loss: 16.4332
Epoch 77/1000, Loss: 15.9375, Valid Loss: 14.4842
Epoch 78/1000, Loss: 14.9470, Valid Loss: 13.2826
Epoch 79/1000, Loss: 14.9471, Valid Loss: 13.3029
Epoch 80/1000, Loss: 15.2858, Valid Loss: 13.5836
Epoch 81/1000, Loss: 14.7046, Valid Loss: 24.3720
Epoch 82/1000, Loss: 15.4172, Valid Loss: 14.9735
Epoch 83/1000, Loss: 15.1788, Valid Loss: 12.6861
Epoch 84/1000, Loss: 15.1039, Valid Loss: 14.6544
Epoch 85/1000, Loss: 15.9834, Valid Loss: 13.4417
Epoch 86/1000, Loss: 15.0862, Valid Loss: 14.0897
Epoch 87/1000, Loss: 15.1710, Valid Loss: 14.0636
Epoch 88/1000, Loss: 16.1865, Valid Loss: 16.3378
Epoch 89/1000, Loss: 15.0573, Valid Loss: 12.3536
Epoch 90/1000, Loss: 14.9636, Valid Loss: 14.9504
Epoch 91/1000, Loss: 14.6833, Valid Loss: 17.5551
Epoch 92/1000, Loss: 14.8378, Valid Loss: 13.6465
Epoch 93/1000, Loss: 16.6582, Valid Loss: 12.4637
Epoch 94/1000, Loss: 14.5085, Valid Loss: 13.6570
Epoch 95/1000, Loss: 15.2337, Valid Loss: 15.3407
Epoch 96/1000, Loss: 14.8936, Valid Loss: 14.0617
Epoch 97/1000, Loss: 15.4753, Valid Loss: 16.9537
Epoch 98/1000, Loss: 15.4825, Valid Loss: 13.8309
Epoch 99/1000, Loss: 15.6398, Valid Loss: 17.8300
Epoch 100/1000, Loss: 15.0869, Valid Loss: 17.6990
Epoch 101/1000, Loss: 15.4368, Valid Loss: 19.9334
Epoch 102/1000, Loss: 15.5696, Valid Loss: 17.1341
Epoch 103/1000, Loss: 15.0387, Valid Loss: 14.5893
Epoch 104/1000, Loss: 15.2814, Valid Loss: 15.7747
Epoch 105/1000, Loss: 14.3420, Valid Loss: 16.0731
Epoch 106/1000, Loss: 15.1809, Valid Loss: 13.1034
Epoch 107/1000, Loss: 13.7966, Valid Loss: 18.1062
Epoch 108/1000, Loss: 16.9091, Valid Loss: 11.7805
Epoch 109/1000, Loss: 14.0979, Valid Loss: 14.4764
Epoch 110/1000, Loss: 14.8606, Valid Loss: 18.5884
Epoch 111/1000, Loss: 14.4650, Valid Loss: 16.4784
Epoch 112/1000, Loss: 14.9246, Valid Loss: 14.7772
Epoch 113/1000, Loss: 15.6273, Valid Loss: 13.1299
Epoch 114/1000, Loss: 15.2970, Valid Loss: 18.7153
Epoch 115/1000, Loss: 15.8258, Valid Loss: 17.1104
Epoch 116/1000, Loss: 13.8927, Valid Loss: 20.6458
