
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 20 Model: 0 damping_factor_t
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat0_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 15.3121, Valid Loss: 13.6459
Epoch 2/1000, Loss: 15.1959, Valid Loss: 14.3945
Epoch 3/1000, Loss: 15.0573, Valid Loss: 13.2920
Epoch 4/1000, Loss: 15.0874, Valid Loss: 21.8239
Epoch 5/1000, Loss: 14.0045, Valid Loss: 14.8235
Epoch 6/1000, Loss: 14.2502, Valid Loss: 13.4838
Epoch 7/1000, Loss: 15.0849, Valid Loss: 16.8758
Epoch 8/1000, Loss: 14.4954, Valid Loss: 15.7825
Epoch 9/1000, Loss: 15.6714, Valid Loss: 14.5671
Epoch 10/1000, Loss: 15.3216, Valid Loss: 15.0729
Epoch 11/1000, Loss: 15.0475, Valid Loss: 23.4544
Epoch 12/1000, Loss: 15.8813, Valid Loss: 12.5488
Epoch 13/1000, Loss: 15.5723, Valid Loss: 16.7369
Epoch 14/1000, Loss: 16.4801, Valid Loss: 20.7694
Epoch 15/1000, Loss: 14.3108, Valid Loss: 17.6202
Epoch 16/1000, Loss: 13.8257, Valid Loss: 12.4226
Epoch 17/1000, Loss: 15.1853, Valid Loss: 13.0788
Epoch 18/1000, Loss: 15.4746, Valid Loss: 15.1946
Epoch 19/1000, Loss: 15.8346, Valid Loss: 12.8636
Epoch 20/1000, Loss: 15.0954, Valid Loss: 15.2886
Epoch 21/1000, Loss: 15.6298, Valid Loss: 16.7095
Epoch 22/1000, Loss: 15.7165, Valid Loss: 17.2021
Epoch 23/1000, Loss: 15.5279, Valid Loss: 11.6905
Epoch 24/1000, Loss: 14.5638, Valid Loss: 14.5124
Epoch 25/1000, Loss: 14.2332, Valid Loss: 12.0594
Epoch 26/1000, Loss: 15.6015, Valid Loss: 15.1352
Epoch 27/1000, Loss: 14.4171, Valid Loss: 14.5048
Epoch 28/1000, Loss: 15.2173, Valid Loss: 15.5045
Epoch 29/1000, Loss: 15.1375, Valid Loss: 11.3093
Epoch 30/1000, Loss: 14.4666, Valid Loss: 15.6883
Epoch 31/1000, Loss: 14.7404, Valid Loss: 15.5521
Epoch 32/1000, Loss: 15.8156, Valid Loss: 14.0370
Epoch 33/1000, Loss: 15.1219, Valid Loss: 14.2371
Epoch 34/1000, Loss: 15.5692, Valid Loss: 15.2223
Epoch 35/1000, Loss: 13.9520, Valid Loss: 14.5164
Epoch 36/1000, Loss: 14.7484, Valid Loss: 13.9011
Epoch 37/1000, Loss: 14.7322, Valid Loss: 15.5463
Epoch 38/1000, Loss: 14.2521, Valid Loss: 14.5681
Epoch 39/1000, Loss: 15.3251, Valid Loss: 13.5781
Epoch 40/1000, Loss: 14.6680, Valid Loss: 14.7428
Epoch 41/1000, Loss: 14.8716, Valid Loss: 16.8788
Epoch 42/1000, Loss: 14.6022, Valid Loss: 14.6656
Epoch 43/1000, Loss: 14.7831, Valid Loss: 13.2779
Epoch 44/1000, Loss: 14.0836, Valid Loss: 12.8375
Epoch 45/1000, Loss: 14.3825, Valid Loss: 15.3995
Epoch 46/1000, Loss: 15.4526, Valid Loss: 12.7802
Epoch 47/1000, Loss: 14.2942, Valid Loss: 12.9747
Epoch 48/1000, Loss: 14.1750, Valid Loss: 17.0522
Epoch 49/1000, Loss: 15.5013, Valid Loss: 14.2506
Epoch 50/1000, Loss: 16.0237, Valid Loss: 16.4777
Epoch 51/1000, Loss: 15.9708, Valid Loss: 15.1452
Epoch 52/1000, Loss: 17.5381, Valid Loss: 18.5139
Epoch 53/1000, Loss: 14.6754, Valid Loss: 17.2536
Epoch 54/1000, Loss: 15.1242, Valid Loss: 18.4179
Epoch 55/1000, Loss: 14.1017, Valid Loss: 12.7741
Epoch 56/1000, Loss: 14.5993, Valid Loss: 18.0678
Epoch 57/1000, Loss: 14.9825, Valid Loss: 17.3151
Epoch 58/1000, Loss: 14.7163, Valid Loss: 23.9411
Epoch 59/1000, Loss: 15.4378, Valid Loss: 14.8326
Epoch 60/1000, Loss: 14.6491, Valid Loss: 13.3097
Epoch 61/1000, Loss: 15.0421, Valid Loss: 14.0435
Epoch 62/1000, Loss: 15.0537, Valid Loss: 13.0566
Epoch 63/1000, Loss: 14.7538, Valid Loss: 15.6944
Epoch 64/1000, Loss: 15.2188, Valid Loss: 15.5709
Epoch 65/1000, Loss: 14.9829, Valid Loss: 14.1068
Epoch 66/1000, Loss: 14.9577, Valid Loss: 18.4170
Epoch 67/1000, Loss: 14.2766, Valid Loss: 13.4115
Epoch 68/1000, Loss: 14.7573, Valid Loss: 18.7227
Epoch 69/1000, Loss: 15.1057, Valid Loss: 16.3794
Epoch 70/1000, Loss: 14.8456, Valid Loss: 13.5809
Epoch 71/1000, Loss: 14.7502, Valid Loss: 18.9906
Epoch 72/1000, Loss: 15.6416, Valid Loss: 14.1338
Epoch 73/1000, Loss: 14.7782, Valid Loss: 12.4759
Epoch 74/1000, Loss: 14.8357, Valid Loss: 13.2193
Epoch 75/1000, Loss: 14.1606, Valid Loss: 12.6518
Epoch 76/1000, Loss: 14.8648, Valid Loss: 15.0247
Epoch 77/1000, Loss: 14.7874, Valid Loss: 15.2888
Epoch 78/1000, Loss: 13.8820, Valid Loss: 13.0188
Epoch 79/1000, Loss: 14.3183, Valid Loss: 14.2881
Epoch 80/1000, Loss: 15.1888, Valid Loss: 12.7755
Epoch 81/1000, Loss: 15.2771, Valid Loss: 13.1197
Epoch 82/1000, Loss: 15.5365, Valid Loss: 15.7794
Epoch 83/1000, Loss: 14.8053, Valid Loss: 17.1567
Epoch 84/1000, Loss: 14.7415, Valid Loss: 16.1801
Epoch 85/1000, Loss: 15.5935, Valid Loss: 14.1169
Epoch 86/1000, Loss: 15.7068, Valid Loss: 15.8957
Epoch 87/1000, Loss: 15.1388, Valid Loss: 19.2945
Epoch 88/1000, Loss: 15.3311, Valid Loss: 15.9214
Epoch 89/1000, Loss: 15.1783, Valid Loss: 13.3960
Epoch 90/1000, Loss: 13.9292, Valid Loss: 16.4741
Epoch 91/1000, Loss: 14.8807, Valid Loss: 12.7403
Epoch 92/1000, Loss: 15.5912, Valid Loss: 12.0719
Epoch 93/1000, Loss: 15.6021, Valid Loss: 13.9326
Epoch 94/1000, Loss: 15.0499, Valid Loss: 13.6974
Epoch 95/1000, Loss: 14.9698, Valid Loss: 14.4520
Epoch 96/1000, Loss: 15.1614, Valid Loss: 13.2115
Epoch 97/1000, Loss: 16.6457, Valid Loss: 12.5205
Epoch 98/1000, Loss: 14.8259, Valid Loss: 15.3999
Epoch 99/1000, Loss: 15.0438, Valid Loss: 13.4131
Epoch 100/1000, Loss: 15.7331, Valid Loss: 12.8801
Epoch 101/1000, Loss: 15.0595, Valid Loss: 15.5217
Epoch 102/1000, Loss: 14.9338, Valid Loss: 17.2840
Epoch 103/1000, Loss: 15.8601, Valid Loss: 15.9642
Epoch 104/1000, Loss: 15.4056, Valid Loss: 14.4245
Epoch 105/1000, Loss: 15.1428, Valid Loss: 14.9258
Epoch 106/1000, Loss: 15.1038, Valid Loss: 14.0989
Epoch 107/1000, Loss: 15.0112, Valid Loss: 18.8054
Epoch 108/1000, Loss: 14.7575, Valid Loss: 13.2996
Epoch 109/1000, Loss: 14.7363, Valid Loss: 14.8206
Epoch 110/1000, Loss: 13.9981, Valid Loss: 16.0867
Epoch 111/1000, Loss: 15.1241, Valid Loss: 15.6117
Epoch 112/1000, Loss: 15.0924, Valid Loss: 15.3215
Epoch 113/1000, Loss: 14.8232, Valid Loss: 13.4720
Epoch 114/1000, Loss: 14.9920, Valid Loss: 15.4514
Epoch 115/1000, Loss: 15.1368, Valid Loss: 13.6605
Epoch 116/1000, Loss: 14.8230, Valid Loss: 17.1260
