
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 27 Model: 7 damping_factor_t
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat7_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 15.5412, Valid Loss: 13.5115
Epoch 2/1000, Loss: 14.8107, Valid Loss: 12.7283
Epoch 3/1000, Loss: 15.3838, Valid Loss: 15.4062
Epoch 4/1000, Loss: 14.1384, Valid Loss: 14.0814
Epoch 5/1000, Loss: 15.0288, Valid Loss: 12.9167
Epoch 6/1000, Loss: 15.4982, Valid Loss: 13.9895
Epoch 7/1000, Loss: 14.4215, Valid Loss: 18.0169
Epoch 8/1000, Loss: 15.1303, Valid Loss: 15.5698
Epoch 9/1000, Loss: 14.6780, Valid Loss: 13.7758
Epoch 10/1000, Loss: 14.5681, Valid Loss: 14.2753
Epoch 11/1000, Loss: 15.1821, Valid Loss: 13.2776
Epoch 12/1000, Loss: 14.6042, Valid Loss: 14.3155
Epoch 13/1000, Loss: 14.9774, Valid Loss: 16.3636
Epoch 14/1000, Loss: 15.8779, Valid Loss: 14.7423
Epoch 15/1000, Loss: 14.4797, Valid Loss: 15.3502
Epoch 16/1000, Loss: 13.9582, Valid Loss: 14.8697
Epoch 17/1000, Loss: 15.8597, Valid Loss: 12.6571
Epoch 18/1000, Loss: 15.5991, Valid Loss: 16.9029
Epoch 19/1000, Loss: 13.9052, Valid Loss: 13.3712
Epoch 20/1000, Loss: 16.0386, Valid Loss: 15.0583
Epoch 21/1000, Loss: 14.5525, Valid Loss: 15.0010
Epoch 22/1000, Loss: 14.6965, Valid Loss: 14.2329
Epoch 23/1000, Loss: 14.7860, Valid Loss: 18.0720
Epoch 24/1000, Loss: 15.8099, Valid Loss: 23.6525
Epoch 25/1000, Loss: 14.5799, Valid Loss: 14.4443
Epoch 26/1000, Loss: 14.9657, Valid Loss: 15.6180
Epoch 27/1000, Loss: 14.3753, Valid Loss: 15.1509
Epoch 28/1000, Loss: 15.0868, Valid Loss: 12.2387
Epoch 29/1000, Loss: 15.4624, Valid Loss: 15.1302
Epoch 30/1000, Loss: 15.1608, Valid Loss: 13.3316
Epoch 31/1000, Loss: 14.6904, Valid Loss: 20.4359
Epoch 32/1000, Loss: 14.5739, Valid Loss: 14.4107
Epoch 33/1000, Loss: 14.5929, Valid Loss: 18.4312
Epoch 34/1000, Loss: 15.3633, Valid Loss: 13.7082
Epoch 35/1000, Loss: 14.5536, Valid Loss: 16.1278
Epoch 36/1000, Loss: 14.4383, Valid Loss: 14.0960
Epoch 37/1000, Loss: 14.7528, Valid Loss: 15.7114
Epoch 38/1000, Loss: 14.8685, Valid Loss: 13.9475
Epoch 39/1000, Loss: 15.5280, Valid Loss: 15.3543
Epoch 40/1000, Loss: 14.7012, Valid Loss: 16.4422
Epoch 41/1000, Loss: 14.5546, Valid Loss: 12.5916
Epoch 42/1000, Loss: 15.3959, Valid Loss: 14.7633
Epoch 43/1000, Loss: 15.8163, Valid Loss: 13.6164
Epoch 44/1000, Loss: 15.8712, Valid Loss: 15.7615
Epoch 45/1000, Loss: 14.4717, Valid Loss: 14.7339
Epoch 46/1000, Loss: 15.2461, Valid Loss: 13.8165
Epoch 47/1000, Loss: 14.7108, Valid Loss: 17.6183
Epoch 48/1000, Loss: 16.4722, Valid Loss: 13.8889
Epoch 49/1000, Loss: 15.5359, Valid Loss: 14.1870
Epoch 50/1000, Loss: 14.9562, Valid Loss: 15.5496
Epoch 51/1000, Loss: 15.9461, Valid Loss: 12.3753
Epoch 52/1000, Loss: 14.3462, Valid Loss: 18.7032
Epoch 53/1000, Loss: 14.2286, Valid Loss: 14.5784
Epoch 54/1000, Loss: 14.5200, Valid Loss: 17.6295
Epoch 55/1000, Loss: 15.0574, Valid Loss: 12.8269
Epoch 56/1000, Loss: 15.6094, Valid Loss: 18.8909
Epoch 57/1000, Loss: 15.2354, Valid Loss: 14.4777
Epoch 58/1000, Loss: 14.5818, Valid Loss: 14.5282
Epoch 59/1000, Loss: 15.1267, Valid Loss: 13.3886
Epoch 60/1000, Loss: 17.9113, Valid Loss: 22.5925
Epoch 61/1000, Loss: 16.0233, Valid Loss: 14.9444
Epoch 62/1000, Loss: 15.4174, Valid Loss: 12.4069
Epoch 63/1000, Loss: 14.9657, Valid Loss: 15.5263
Epoch 64/1000, Loss: 14.1669, Valid Loss: 14.2193
Epoch 65/1000, Loss: 15.0307, Valid Loss: 14.9593
Epoch 66/1000, Loss: 14.5782, Valid Loss: 14.2955
Epoch 67/1000, Loss: 15.0583, Valid Loss: 13.3228
Epoch 68/1000, Loss: 14.8724, Valid Loss: 12.3525
Epoch 69/1000, Loss: 15.1285, Valid Loss: 12.7024
Epoch 70/1000, Loss: 15.6594, Valid Loss: 14.1407
Epoch 71/1000, Loss: 15.2657, Valid Loss: 14.5122
Epoch 72/1000, Loss: 14.2636, Valid Loss: 12.7702
Epoch 73/1000, Loss: 14.5138, Valid Loss: 13.4193
Epoch 74/1000, Loss: 14.5276, Valid Loss: 13.9343
Epoch 75/1000, Loss: 14.9909, Valid Loss: 14.7875
Epoch 76/1000, Loss: 14.0862, Valid Loss: 12.9695
Epoch 77/1000, Loss: 15.4494, Valid Loss: 14.3015
Epoch 78/1000, Loss: 16.8052, Valid Loss: 16.0587
Epoch 79/1000, Loss: 16.6811, Valid Loss: 14.7183
Epoch 80/1000, Loss: 16.1285, Valid Loss: 18.3675
Epoch 81/1000, Loss: 14.7521, Valid Loss: 14.7796
Epoch 82/1000, Loss: 14.6342, Valid Loss: 14.9692
Epoch 83/1000, Loss: 15.0101, Valid Loss: 15.1262
Epoch 84/1000, Loss: 14.3035, Valid Loss: 16.6368
Epoch 85/1000, Loss: 15.5723, Valid Loss: 12.4459
Epoch 86/1000, Loss: 14.5900, Valid Loss: 12.5672
Epoch 87/1000, Loss: 15.2458, Valid Loss: 16.5227
Epoch 88/1000, Loss: 14.6190, Valid Loss: 15.1561
Epoch 89/1000, Loss: 14.4889, Valid Loss: 21.3541
Epoch 90/1000, Loss: 14.4794, Valid Loss: 13.1095
Epoch 91/1000, Loss: 14.7742, Valid Loss: 13.5807
Epoch 92/1000, Loss: 15.0614, Valid Loss: 12.1144
Epoch 93/1000, Loss: 14.5688, Valid Loss: 15.3306
Epoch 94/1000, Loss: 15.6059, Valid Loss: 15.8844
Epoch 95/1000, Loss: 14.6662, Valid Loss: 16.0319
Epoch 96/1000, Loss: 15.6567, Valid Loss: 13.0694
Epoch 97/1000, Loss: 17.8112, Valid Loss: 12.9505
Epoch 98/1000, Loss: 15.5005, Valid Loss: 13.2162
Epoch 99/1000, Loss: 14.7536, Valid Loss: 12.8834
Epoch 100/1000, Loss: 14.5588, Valid Loss: 15.3110
Epoch 101/1000, Loss: 15.7377, Valid Loss: 17.4542
Epoch 102/1000, Loss: 15.2149, Valid Loss: 14.3170
Epoch 103/1000, Loss: 14.1012, Valid Loss: 13.1007
Epoch 104/1000, Loss: 14.8593, Valid Loss: 15.7649
Epoch 105/1000, Loss: 15.1187, Valid Loss: 12.7834
Epoch 106/1000, Loss: 14.5517, Valid Loss: 15.5044
Epoch 107/1000, Loss: 14.7119, Valid Loss: 13.6042
Epoch 108/1000, Loss: 15.2890, Valid Loss: 16.0447
Epoch 109/1000, Loss: 14.6717, Valid Loss: 15.0892
Epoch 110/1000, Loss: 15.1899, Valid Loss: 12.1308
Epoch 111/1000, Loss: 16.0803, Valid Loss: 13.0102
Epoch 112/1000, Loss: 15.2832, Valid Loss: 16.5716
Epoch 113/1000, Loss: 14.4152, Valid Loss: 13.6969
Epoch 114/1000, Loss: 14.0215, Valid Loss: 13.4429
Epoch 115/1000, Loss: 14.3374, Valid Loss: 15.6135
Epoch 116/1000, Loss: 14.6325, Valid Loss: 12.7086
