
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 25 Model: 5 damping_factor_t
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat5_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 15.2092, Valid Loss: 16.9206
Epoch 2/1000, Loss: 15.7900, Valid Loss: 13.2135
Epoch 3/1000, Loss: 14.5132, Valid Loss: 15.3778
Epoch 4/1000, Loss: 15.0055, Valid Loss: 18.0379
Epoch 5/1000, Loss: 15.4375, Valid Loss: 15.1722
Epoch 6/1000, Loss: 15.3236, Valid Loss: 13.3551
Epoch 7/1000, Loss: 15.0750, Valid Loss: 14.6664
Epoch 8/1000, Loss: 15.2127, Valid Loss: 17.5348
Epoch 9/1000, Loss: 15.2297, Valid Loss: 17.5618
Epoch 10/1000, Loss: 14.6557, Valid Loss: 15.2870
Epoch 11/1000, Loss: 14.5307, Valid Loss: 11.3628
Epoch 12/1000, Loss: 14.8505, Valid Loss: 14.8532
Epoch 13/1000, Loss: 15.1949, Valid Loss: 13.3147
Epoch 14/1000, Loss: 15.4562, Valid Loss: 14.1762
Epoch 15/1000, Loss: 15.0639, Valid Loss: 14.2363
Epoch 16/1000, Loss: 14.9390, Valid Loss: 22.9828
Epoch 17/1000, Loss: 15.2421, Valid Loss: 12.8313
Epoch 18/1000, Loss: 14.4485, Valid Loss: 13.9421
Epoch 19/1000, Loss: 15.8998, Valid Loss: 14.1586
Epoch 20/1000, Loss: 14.2732, Valid Loss: 12.5716
Epoch 21/1000, Loss: 15.1244, Valid Loss: 13.8264
Epoch 22/1000, Loss: 15.9405, Valid Loss: 15.7320
Epoch 23/1000, Loss: 14.7361, Valid Loss: 14.8279
Epoch 24/1000, Loss: 14.9496, Valid Loss: 17.8021
Epoch 25/1000, Loss: 14.8947, Valid Loss: 13.4201
Epoch 26/1000, Loss: 14.6167, Valid Loss: 13.0378
Epoch 27/1000, Loss: 13.9548, Valid Loss: 12.4500
Epoch 28/1000, Loss: 15.5432, Valid Loss: 12.3610
Epoch 29/1000, Loss: 14.8366, Valid Loss: 13.9847
Epoch 30/1000, Loss: 14.3629, Valid Loss: 13.1755
Epoch 31/1000, Loss: 14.8991, Valid Loss: 12.9701
Epoch 32/1000, Loss: 14.6909, Valid Loss: 15.4967
Epoch 33/1000, Loss: 15.3621, Valid Loss: 12.1800
Epoch 34/1000, Loss: 15.3916, Valid Loss: 14.7078
Epoch 35/1000, Loss: 14.8122, Valid Loss: 12.7129
Epoch 36/1000, Loss: 14.5656, Valid Loss: 17.1265
Epoch 37/1000, Loss: 14.9483, Valid Loss: 14.1740
Epoch 38/1000, Loss: 14.6016, Valid Loss: 11.7221
Epoch 39/1000, Loss: 14.8994, Valid Loss: 12.9181
Epoch 40/1000, Loss: 14.3403, Valid Loss: 14.3763
Epoch 41/1000, Loss: 15.2380, Valid Loss: 13.1939
Epoch 42/1000, Loss: 14.4410, Valid Loss: 15.8392
Epoch 43/1000, Loss: 14.4450, Valid Loss: 15.7883
Epoch 44/1000, Loss: 15.2591, Valid Loss: 16.6193
Epoch 45/1000, Loss: 14.9904, Valid Loss: 14.2752
Epoch 46/1000, Loss: 14.5433, Valid Loss: 13.1256
Epoch 47/1000, Loss: 14.8252, Valid Loss: 14.8234
Epoch 48/1000, Loss: 15.4007, Valid Loss: 15.0712
Epoch 49/1000, Loss: 14.6279, Valid Loss: 15.4062
Epoch 50/1000, Loss: 14.5693, Valid Loss: 15.5177
Epoch 51/1000, Loss: 16.3296, Valid Loss: 12.7163
Epoch 52/1000, Loss: 14.7791, Valid Loss: 17.3446
Epoch 53/1000, Loss: 15.4563, Valid Loss: 14.4423
Epoch 54/1000, Loss: 14.9003, Valid Loss: 21.9015
Epoch 55/1000, Loss: 15.3479, Valid Loss: 14.5281
Epoch 56/1000, Loss: 14.5779, Valid Loss: 13.1459
Epoch 57/1000, Loss: 15.6483, Valid Loss: 14.3283
Epoch 58/1000, Loss: 15.6585, Valid Loss: 21.1217
Epoch 59/1000, Loss: 15.5478, Valid Loss: 12.9827
Epoch 60/1000, Loss: 14.3907, Valid Loss: 14.7781
Epoch 61/1000, Loss: 14.6630, Valid Loss: 18.0186
Epoch 62/1000, Loss: 14.7137, Valid Loss: 18.0088
Epoch 63/1000, Loss: 15.0667, Valid Loss: 15.4588
Epoch 64/1000, Loss: 15.0649, Valid Loss: 13.4068
Epoch 65/1000, Loss: 14.7576, Valid Loss: 15.3744
Epoch 66/1000, Loss: 14.9965, Valid Loss: 12.4521
Epoch 67/1000, Loss: 18.0151, Valid Loss: 15.9913
Epoch 68/1000, Loss: 15.2204, Valid Loss: 14.4188
Epoch 69/1000, Loss: 14.6464, Valid Loss: 19.6558
Epoch 70/1000, Loss: 15.4223, Valid Loss: 13.5736
Epoch 71/1000, Loss: 15.1459, Valid Loss: 15.8550
Epoch 72/1000, Loss: 15.2705, Valid Loss: 13.3987
Epoch 73/1000, Loss: 15.0490, Valid Loss: 13.9548
Epoch 74/1000, Loss: 14.7990, Valid Loss: 13.9834
Epoch 75/1000, Loss: 13.9842, Valid Loss: 17.9352
Epoch 76/1000, Loss: 14.1741, Valid Loss: 19.4572
Epoch 77/1000, Loss: 13.9226, Valid Loss: 15.6497
Epoch 78/1000, Loss: 15.4477, Valid Loss: 12.3659
Epoch 79/1000, Loss: 14.7329, Valid Loss: 15.3838
Epoch 80/1000, Loss: 14.2919, Valid Loss: 23.0773
Epoch 81/1000, Loss: 15.3455, Valid Loss: 18.0214
Epoch 82/1000, Loss: 14.7336, Valid Loss: 15.1383
Epoch 83/1000, Loss: 14.6927, Valid Loss: 21.0795
Epoch 84/1000, Loss: 15.6566, Valid Loss: 12.0623
Epoch 85/1000, Loss: 15.2775, Valid Loss: 13.6602
Epoch 86/1000, Loss: 13.6424, Valid Loss: 18.4116
Epoch 87/1000, Loss: 15.4577, Valid Loss: 15.4875
Epoch 88/1000, Loss: 15.1006, Valid Loss: 14.1585
Epoch 89/1000, Loss: 14.1542, Valid Loss: 13.5111
Epoch 90/1000, Loss: 14.9881, Valid Loss: 13.3100
Epoch 91/1000, Loss: 15.8433, Valid Loss: 14.0095
Epoch 92/1000, Loss: 16.0838, Valid Loss: 14.0109
Epoch 93/1000, Loss: 15.3647, Valid Loss: 12.4729
Epoch 94/1000, Loss: 15.5859, Valid Loss: 13.0045
Epoch 95/1000, Loss: 14.8726, Valid Loss: 14.0358
Epoch 96/1000, Loss: 15.2394, Valid Loss: 16.2465
Epoch 97/1000, Loss: 14.8922, Valid Loss: 16.6421
Epoch 98/1000, Loss: 14.6690, Valid Loss: 15.4963
Epoch 99/1000, Loss: 14.7594, Valid Loss: 14.8564
Epoch 100/1000, Loss: 14.9079, Valid Loss: 15.1720
Epoch 101/1000, Loss: 14.6104, Valid Loss: 16.1618
Epoch 102/1000, Loss: 14.8044, Valid Loss: 13.4691
Epoch 103/1000, Loss: 15.2147, Valid Loss: 13.1680
Epoch 104/1000, Loss: 13.9933, Valid Loss: 18.5003
Epoch 105/1000, Loss: 14.2162, Valid Loss: 12.0486
Epoch 106/1000, Loss: 15.4654, Valid Loss: 17.0175
Epoch 107/1000, Loss: 15.3854, Valid Loss: 13.1426
Epoch 108/1000, Loss: 14.9498, Valid Loss: 22.0395
Epoch 109/1000, Loss: 15.3277, Valid Loss: 14.7413
Epoch 110/1000, Loss: 17.2264, Valid Loss: 18.1364
Epoch 111/1000, Loss: 14.5256, Valid Loss: 15.5481
Epoch 112/1000, Loss: 15.1113, Valid Loss: 16.1330
Epoch 113/1000, Loss: 15.5836, Valid Loss: 11.9589
Epoch 114/1000, Loss: 14.8141, Valid Loss: 19.8918
Epoch 115/1000, Loss: 14.5734, Valid Loss: 16.0948
Epoch 116/1000, Loss: 14.5464, Valid Loss: 12.3192
