
The following have been reloaded with a version change:
  1) linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-h6soa57 => linux-rocky8-x86_64/gcc/12.2.0/libxml2/2.10.3-w7ngxar
  2) linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-cqof5qs => linux-rocky8-x86_64/gcc/12.2.0/xz/5.4.1-c5gajon

WARNING:bayesflow:When using torch backend, we need to disable autograd by default to avoid excessive memory usage. Use
with torch.enable_grad():
in contexts where you need gradients (e.g. custom training loops).
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/bayesflow/diagnostics/metrics/posterior_contraction.py:59: RuntimeWarning: Degrees of freedom <= 0 for slice
  post_vars = samples["estimates"].var(axis=1, ddof=1)
/home/jonas/hierarchical-abi/.venv/lib/python3.11/site-packages/numpy/core/_methods.py:195: RuntimeWarning: invalid value encountered in divide
  ret = um.true_divide(
Exp: 22 Model: 2 damping_factor_t
Kernel type: variance_preserving, noise schedule: cosine
t_min: 0.00035210439818911254, t_max: 0.999647855758667
alpha, sigma: (tensor(1.0000), tensor(0.0006)) (tensor(0.0006), tensor(1.0000))
Moving prior to device: cpu
+--------------------------------------+------------+
|               Modules                | Parameters |
+--------------------------------------+------------+
|        time_embedding.0.scale        |     1      |
|       time_embedding.1.weight        |     64     |
|        time_embedding.1.bias         |     8      |
|   blocks.res_blocks.0.dense.weight   |    7168    |
|    blocks.res_blocks.0.dense.bias    |    256     |
| blocks.res_blocks.0.projector.weight |    7168    |
|   blocks.res_blocks.1.dense.weight   |   65536    |
|    blocks.res_blocks.1.dense.bias    |    256     |
|   blocks.res_blocks.2.dense.weight   |   65536    |
|    blocks.res_blocks.2.dense.bias    |    256     |
|   blocks.res_blocks.3.dense.weight   |   65536    |
|    blocks.res_blocks.3.dense.bias    |    256     |
|   blocks.res_blocks.4.dense.weight   |   65536    |
|    blocks.res_blocks.4.dense.bias    |    256     |
|    final_projection_linear.weight    |    2560    |
|     final_projection_linear.bias     |     10     |
+--------------------------------------+------------+
Total Trainable Params: 280403
gaussian_flat2_1score_model_v_variance_preserving_cosine_likelihood_weighting
Training v-model for 1000 epochs with learning rate 0.0005 and likelihood_weighting weighting.
Epoch 1/1000, Loss: 15.7820, Valid Loss: 11.9146
Epoch 2/1000, Loss: 14.9037, Valid Loss: 14.0680
Epoch 3/1000, Loss: 15.6222, Valid Loss: 17.2683
Epoch 4/1000, Loss: 15.4874, Valid Loss: 16.2712
Epoch 5/1000, Loss: 14.8177, Valid Loss: 18.8947
Epoch 6/1000, Loss: 14.1936, Valid Loss: 14.9152
Epoch 7/1000, Loss: 14.3906, Valid Loss: 14.6549
Epoch 8/1000, Loss: 14.8629, Valid Loss: 13.6285
Epoch 9/1000, Loss: 15.6694, Valid Loss: 13.4862
Epoch 10/1000, Loss: 16.2582, Valid Loss: 18.6196
Epoch 11/1000, Loss: 15.0617, Valid Loss: 13.8943
Epoch 12/1000, Loss: 14.7341, Valid Loss: 19.0801
Epoch 13/1000, Loss: 15.4624, Valid Loss: 12.8576
Epoch 14/1000, Loss: 14.7427, Valid Loss: 14.5974
Epoch 15/1000, Loss: 14.9360, Valid Loss: 14.1706
Epoch 16/1000, Loss: 14.6159, Valid Loss: 14.3238
Epoch 17/1000, Loss: 14.9013, Valid Loss: 15.1380
Epoch 18/1000, Loss: 15.2201, Valid Loss: 16.1891
Epoch 19/1000, Loss: 15.8440, Valid Loss: 14.2376
Epoch 20/1000, Loss: 15.5144, Valid Loss: 13.9872
Epoch 21/1000, Loss: 15.2536, Valid Loss: 18.1718
Epoch 22/1000, Loss: 14.8980, Valid Loss: 15.8225
Epoch 23/1000, Loss: 15.8840, Valid Loss: 14.9087
Epoch 24/1000, Loss: 15.4160, Valid Loss: 12.2226
Epoch 25/1000, Loss: 14.6093, Valid Loss: 18.6746
Epoch 26/1000, Loss: 14.2489, Valid Loss: 17.9933
Epoch 27/1000, Loss: 14.8132, Valid Loss: 14.1147
Epoch 28/1000, Loss: 15.2400, Valid Loss: 15.8366
Epoch 29/1000, Loss: 14.3564, Valid Loss: 13.5777
Epoch 30/1000, Loss: 14.9623, Valid Loss: 12.4961
Epoch 31/1000, Loss: 15.1130, Valid Loss: 13.3165
Epoch 32/1000, Loss: 15.9792, Valid Loss: 14.8726
Epoch 33/1000, Loss: 15.5243, Valid Loss: 12.5837
Epoch 34/1000, Loss: 15.0597, Valid Loss: 13.9717
Epoch 35/1000, Loss: 14.5880, Valid Loss: 16.1196
Epoch 36/1000, Loss: 15.2756, Valid Loss: 14.7875
Epoch 37/1000, Loss: 14.7798, Valid Loss: 14.8699
Epoch 38/1000, Loss: 15.2748, Valid Loss: 12.9626
Epoch 39/1000, Loss: 15.1432, Valid Loss: 12.8008
Epoch 40/1000, Loss: 15.4392, Valid Loss: 12.8352
Epoch 41/1000, Loss: 14.7042, Valid Loss: 13.5097
Epoch 42/1000, Loss: 14.3731, Valid Loss: 13.8465
Epoch 43/1000, Loss: 15.2637, Valid Loss: 16.6944
Epoch 44/1000, Loss: 14.7246, Valid Loss: 13.0736
Epoch 45/1000, Loss: 13.7992, Valid Loss: 15.1639
Epoch 46/1000, Loss: 15.6924, Valid Loss: 12.5641
Epoch 47/1000, Loss: 15.4179, Valid Loss: 16.1970
Epoch 48/1000, Loss: 14.6034, Valid Loss: 13.1264
Epoch 49/1000, Loss: 14.4806, Valid Loss: 16.9878
Epoch 50/1000, Loss: 14.7890, Valid Loss: 20.6375
Epoch 51/1000, Loss: 14.7786, Valid Loss: 13.6207
Epoch 52/1000, Loss: 15.5740, Valid Loss: 14.2539
Epoch 53/1000, Loss: 14.9716, Valid Loss: 13.9728
Epoch 54/1000, Loss: 15.0687, Valid Loss: 14.4432
Epoch 55/1000, Loss: 14.9820, Valid Loss: 12.9184
Epoch 56/1000, Loss: 14.6868, Valid Loss: 14.2064
Epoch 57/1000, Loss: 15.2304, Valid Loss: 16.5487
Epoch 58/1000, Loss: 15.0831, Valid Loss: 13.8801
Epoch 59/1000, Loss: 14.7312, Valid Loss: 15.1657
Epoch 60/1000, Loss: 14.5087, Valid Loss: 15.4151
Epoch 61/1000, Loss: 15.5551, Valid Loss: 12.6763
Epoch 62/1000, Loss: 15.2155, Valid Loss: 14.2250
Epoch 63/1000, Loss: 14.7792, Valid Loss: 12.9185
Epoch 64/1000, Loss: 15.0464, Valid Loss: 13.6010
Epoch 65/1000, Loss: 14.6575, Valid Loss: 15.4075
Epoch 66/1000, Loss: 15.6857, Valid Loss: 13.9434
Epoch 67/1000, Loss: 14.9345, Valid Loss: 13.6019
Epoch 68/1000, Loss: 14.3508, Valid Loss: 13.4623
Epoch 69/1000, Loss: 14.5605, Valid Loss: 14.0909
Epoch 70/1000, Loss: 15.6035, Valid Loss: 12.5364
Epoch 71/1000, Loss: 14.5806, Valid Loss: 12.7572
Epoch 72/1000, Loss: 15.8145, Valid Loss: 13.7658
Epoch 73/1000, Loss: 14.9342, Valid Loss: 18.5828
Epoch 74/1000, Loss: 14.2020, Valid Loss: 17.5600
Epoch 75/1000, Loss: 15.4456, Valid Loss: 13.6088
Epoch 76/1000, Loss: 15.5477, Valid Loss: 14.0417
Epoch 77/1000, Loss: 14.5075, Valid Loss: 15.1280
Epoch 78/1000, Loss: 14.8034, Valid Loss: 20.0502
Epoch 79/1000, Loss: 15.4147, Valid Loss: 13.8481
Epoch 80/1000, Loss: 14.2239, Valid Loss: 15.9584
Epoch 81/1000, Loss: 14.2249, Valid Loss: 14.9073
Epoch 82/1000, Loss: 15.5676, Valid Loss: 13.9980
Epoch 83/1000, Loss: 14.3049, Valid Loss: 19.3112
Epoch 84/1000, Loss: 15.7266, Valid Loss: 17.3960
Epoch 85/1000, Loss: 14.7767, Valid Loss: 14.0006
Epoch 86/1000, Loss: 15.0001, Valid Loss: 16.7125
Epoch 87/1000, Loss: 14.5452, Valid Loss: 15.4465
Epoch 88/1000, Loss: 15.2269, Valid Loss: 17.6101
Epoch 89/1000, Loss: 14.8114, Valid Loss: 17.3613
Epoch 90/1000, Loss: 15.1336, Valid Loss: 12.8774
Epoch 91/1000, Loss: 15.3975, Valid Loss: 14.0507
Epoch 92/1000, Loss: 14.2910, Valid Loss: 16.5991
Epoch 93/1000, Loss: 14.5000, Valid Loss: 16.1707
Epoch 94/1000, Loss: 14.9204, Valid Loss: 13.6572
Epoch 95/1000, Loss: 15.2367, Valid Loss: 16.7961
Epoch 96/1000, Loss: 15.4465, Valid Loss: 15.6562
Epoch 97/1000, Loss: 14.8570, Valid Loss: 12.9392
Epoch 98/1000, Loss: 15.1235, Valid Loss: 15.3929
Epoch 99/1000, Loss: 15.2584, Valid Loss: 16.2908
Epoch 100/1000, Loss: 14.7068, Valid Loss: 11.8098
Epoch 101/1000, Loss: 14.5602, Valid Loss: 12.7963
Epoch 102/1000, Loss: 14.8118, Valid Loss: 13.8104
Epoch 103/1000, Loss: 14.2133, Valid Loss: 13.3316
Epoch 104/1000, Loss: 14.8859, Valid Loss: 15.2431
Epoch 105/1000, Loss: 15.0540, Valid Loss: 15.6686
Epoch 106/1000, Loss: 14.2763, Valid Loss: 14.3119
Epoch 107/1000, Loss: 14.4045, Valid Loss: 17.4947
Epoch 108/1000, Loss: 14.6836, Valid Loss: 12.7136
Epoch 109/1000, Loss: 15.2498, Valid Loss: 14.0852
Epoch 110/1000, Loss: 14.3036, Valid Loss: 16.2007
Epoch 111/1000, Loss: 14.7572, Valid Loss: 15.6526
Epoch 112/1000, Loss: 15.7685, Valid Loss: 13.8835
Epoch 113/1000, Loss: 14.6537, Valid Loss: 14.1784
Epoch 114/1000, Loss: 14.6711, Valid Loss: 14.9354
Epoch 115/1000, Loss: 15.1127, Valid Loss: 13.0026
Epoch 116/1000, Loss: 15.1564, Valid Loss: 16.3195
Epoch 117/1000, Loss: 15.5724, Valid Loss: 13.7768
Epoch 118/1000, Loss: 15.1362, Valid Loss: 13.0520
